,归属行名,创建机构名称,分级结果,客户号,所占本行百分比
1151,中国银行成都海椒市支行,中国银行南充分行营业部,B1,2,20.0%
1152,中国银行成都海椒市支行,中国银行南充北干道支行,A1,1,33.33333333333333%
1153,中国银行成都海椒市支行,中国银行南充北干道支行,A3,2,66.66666666666666%
1154,中国银行成都海椒市支行,中国银行南充嘉陵支行,A1,1,100.0%
1155,中国银行成都海椒市支行,中国银行南充大北街支行,A1,2,66.66666666666666%
1156,中国银行成都海椒市支行,中国银行南充大北街支行,A3,1,33.33333333333333%
1157,中国银行成都海椒市支行,中国银行南充文化路支行,A1,3,60.0%
1158,中国银行成都海椒市支行,中国银行南充文化路支行,B5,1,20.0%
1159,中国银行成都海椒市支行,中国银行南充文化路支行,C,1,20.0%
1160,中国银行成都海椒市支行,中国银行南充石油东路支行,C,1,100.0%
1161,中国银行成都海椒市支行,中国银行南充营山支行,A1,4,100.0%
1162,中国银行成都海椒市支行,中国银行南充西山大道支行,A1,1,25.0%
1163,中国银行成都海椒市支行,中国银行南充西山大道支行,A3,2,50.0%
1164,中国银行成都海椒市支行,中国银行南充西山大道支行,B5,1,25.0%
1165,中国银行成都海椒市支行,中国银行南充西河北路支行,A1,2,100.0%
1166,中国银行成都海椒市支行,中国银行南充镇江西路支行,A1,3,75.0%
1167,中国银行成都海椒市支行,中国银行南充镇江西路支行,A3,1,25.0%
1168,中国银行成都海椒市支行,中国银行南充顺庆支行,A1,4,44.44444444444444%
1169,中国银行成都海椒市支行,中国银行南充顺庆支行,B1,1,11.11111111111111%
1170,中国银行成都海椒市支行,中国银行南充顺庆支行,B5,2,22.22222222222222%
1171,中国银行成都海椒市支行,中国银行南充顺庆支行,C,2,22.22222222222222%
1172,中国银行成都海椒市支行,中国银行南充高坪支行,A1,2,66.66666666666666%
1173,中国银行成都海椒市支行,中国银行南充高坪支行,A2,1,33.33333333333333%
1174,中国银行成都海椒市支行,中国银行南充龙门支行,A1,1,33.33333333333333%
1175,中国银行成都海椒市支行,中国银行南充龙门支行,A3,1,33.33333333333333%
1176,中国银行成都海椒市支行,中国银行南充龙门支行,C,1,33.33333333333333%
1177,中国银行成都海椒市支行,中国银行南宁市五象广场支行,A1,1,50.0%
1178,中国银行成都海椒市支行,中国银行南宁市五象广场支行,A3,1,50.0%
1179,中国银行成都海椒市支行,中国银行南宁市明秀西支行,A1,1,100.0%
1180,中国银行成都海椒市支行,中国银行南宁市邕城支行营业部,A1,1,100.0%
1181,中国银行成都海椒市支行,中国银行南宁市高新区支行,C,1,100.0%
1182,中国银行成都海椒市支行,中国银行南宫育才路支行,A1,1,100.0%
1183,中国银行成都海椒市支行,中国银行南昌市八一支行,A1,1,100.0%
1184,中国银行成都海椒市支行,中国银行南昌市北京东路支行,A3,1,100.0%
1185,中国银行成都海椒市支行,中国银行南昌市叠山路支行,A3,1,100.0%
1186,中国银行成都海椒市支行,中国银行南昌市天泽园支行,B5,1,50.0%
1187,中国银行成都海椒市支行,中国银行南昌市天泽园支行,C,1,50.0%
1188,中国银行成都海椒市支行,中国银行南昌市红角洲支行,A1,1,100.0%
1189,中国银行成都海椒市支行,中国银行南昌市西湖支行营业部,B5,1,100.0%
1190,中国银行成都海椒市支行,中国银行南昌市金融大街支行,A3,1,100.0%
1191,中国银行成都海椒市支行,中国银行南昌市青山路支行,A1,1,100.0%
1192,中国银行成都海椒市支行,中国银行南溪支行营业部,A1,2,66.66666666666666%
1193,中国银行成都海椒市支行,中国银行南溪支行营业部,A2,1,33.33333333333333%
1194,中国银行成都海椒市支行,中国银行南溪福临大道支行,A1,4,80.0%
1195,中国银行成都海椒市支行,中国银行南溪福临大道支行,B5,1,20.0%
1196,中国银行成都海椒市支行,中国银行南通报业大厦支行,A1,1,100.0%
1197,中国银行成都海椒市支行,中国银行南通青年东路支行,C,1,100.0%
1198,中国银行成都海椒市支行,中国银行南部支行营业部,A1,2,33.33333333333333%
1199,中国银行成都海椒市支行,中国银行南部支行营业部,A2,1,16.666666666666664%
1200,中国银行成都海椒市支行,中国银行南部支行营业部,A3,2,33.33333333333333%
1201,中国银行成都海椒市支行,中国银行南部支行营业部,C,1,16.666666666666664%
1202,中国银行成都海椒市支行,中国银行南部金葫路支行,A1,1,33.33333333333333%
1203,中国银行成都海椒市支行,中国银行南部金葫路支行,A3,1,33.33333333333333%
1204,中国银行成都海椒市支行,中国银行南部金葫路支行,B1,1,33.33333333333333%
1205,中国银行成都海椒市支行,中国银行博乐市杭州路支行,A1,1,100.0%
1206,中国银行成都海椒市支行,中国银行即墨分行营业部,A1,1,100.0%
1207,中国银行成都海椒市支行,中国银行即墨开发区支行,A1,1,100.0%
1208,中国银行成都海椒市支行,中国银行厦门华大支行,A2,1,100.0%
1209,中国银行成都海椒市支行,中国银行厦门厦禾支行,A2,1,100.0%
1210,中国银行成都海椒市支行,中国银行厦门开元支行营业部,A1,1,100.0%
1211,中国银行成都海椒市支行,中国银行厦门思明支行营业部,A1,2,100.0%
1212,中国银行成都海椒市支行,中国银行厦门新店支行,A1,1,50.0%
1213,中国银行成都海椒市支行,中国银行厦门新店支行,C,1,50.0%
1214,中国银行成都海椒市支行,中国银行厦门梧村支行,A1,1,100.0%
1215,中国银行成都海椒市支行,中国银行厦门海沧支行营业部,B5,1,100.0%
1216,中国银行成都海椒市支行,中国银行厦门湖里支行营业部,A3,1,100.0%
1217,中国银行成都海椒市支行,中国银行厦门翔安支行营业部,A1,1,100.0%
1218,中国银行成都海椒市支行,中国银行厦门集美支行营业部,A1,1,100.0%
1219,中国银行成都海椒市支行,中国银行双流万顺支行,A1,8,80.0%
1220,中国银行成都海椒市支行,中国银行双流万顺支行,A2,1,10.0%
1221,中国银行成都海椒市支行,中国银行双流万顺支行,B5,1,10.0%
1222,中国银行成都海椒市支行,中国银行双流九江支行,A1,2,100.0%
1223,中国银行成都海椒市支行,中国银行双流光电所支行,A1,3,75.0%
1224,中国银行成都海椒市支行,中国银行双流光电所支行,B4,1,25.0%
1225,中国银行成都海椒市支行,中国银行双流公兴支行,A1,2,33.33333333333333%
1226,中国银行成都海椒市支行,中国银行双流公兴支行,A2,1,16.666666666666664%
1227,中国银行成都海椒市支行,中国银行双流公兴支行,A3,3,50.0%
1228,中国银行成都海椒市支行,中国银行双流分行营业部,A1,22,62.857142857142854%
1229,中国银行成都海椒市支行,中国银行双流分行营业部,A2,1,2.857142857142857%
1230,中国银行成都海椒市支行,中国银行双流分行营业部,A3,1,2.857142857142857%
1231,中国银行成都海椒市支行,中国银行双流分行营业部,B1,2,5.714285714285714%
1232,中国银行成都海椒市支行,中国银行双流分行营业部,B5,6,17.142857142857142%
1233,中国银行成都海椒市支行,中国银行双流分行营业部,C,3,8.571428571428571%
1234,中国银行成都海椒市支行,中国银行双流四川大学支行,A1,30,57.692307692307686%
1235,中国银行成都海椒市支行,中国银行双流四川大学支行,A3,6,11.538461538461538%
1236,中国银行成都海椒市支行,中国银行双流四川大学支行,B1,2,3.8461538461538463%
1237,中国银行成都海椒市支行,中国银行双流四川大学支行,B2,1,1.9230769230769231%
1238,中国银行成都海椒市支行,中国银行双流四川大学支行,B5,8,15.384615384615385%
1239,中国银行成都海椒市支行,中国银行双流四川大学支行,C,5,9.615384615384617%
1240,中国银行成都海椒市支行,中国银行双流安福街支行,A1,2,50.0%
1241,中国银行成都海椒市支行,中国银行双流安福街支行,B5,1,25.0%
1242,中国银行成都海椒市支行,中国银行双流安福街支行,C,1,25.0%
1243,中国银行成都海椒市支行,中国银行双流工业新城支行,A1,4,100.0%
1244,中国银行成都海椒市支行,中国银行双流机场支行,A1,4,80.0%
1245,中国银行成都海椒市支行,中国银行双流机场支行,C,1,20.0%
1246,中国银行成都海椒市支行,中国银行双流西航港支行,A1,21,61.76470588235294%
1247,中国银行成都海椒市支行,中国银行双流西航港支行,A2,1,2.941176470588235%
1248,中国银行成都海椒市支行,中国银行双流西航港支行,A3,4,11.76470588235294%
1249,中国银行成都海椒市支行,中国银行双流西航港支行,B1,1,2.941176470588235%
1250,中国银行成都海椒市支行,中国银行双流西航港支行,B5,7,20.588235294117645%
1251,中国银行成都海椒市支行,中国银行台州市分行营业部,A1,1,100.0%
1252,中国银行成都海椒市支行,中国银行合江少岷路支行,A1,3,75.0%
1253,中国银行成都海椒市支行,中国银行合江少岷路支行,A3,1,25.0%
1254,中国银行成都海椒市支行,中国银行合江支行营业部,A1,1,100.0%
1255,中国银行成都海椒市支行,中国银行合肥万达广场支行,C,1,100.0%
1256,中国银行成都海椒市支行,中国银行合肥庐阳支行营业部,A1,2,100.0%
1257,中国银行成都海椒市支行,中国银行合肥开发区支行,A3,1,100.0%
1258,中国银行成都海椒市支行,中国银行合肥滨湖支行,A1,1,100.0%
1259,中国银行成都海椒市支行,中国银行合肥经济技术开发区支行营业部,A1,1,100.0%
1260,中国银行成都海椒市支行,中国银行合肥蜀山支行个人市场部,A1,1,100.0%
1261,中国银行成都海椒市支行,中国银行合肥蜀山支行营业部,A1,1,100.0%
1262,中国银行成都海椒市支行,中国银行合肥颍上路支行,A1,1,100.0%
1263,中国银行成都海椒市支行,中国银行吉林江湾路支行,A3,1,100.0%
1264,中国银行成都海椒市支行,中国银行吉林省分行支付清算部,B1,1,100.0%
1265,中国银行成都海椒市支行,中国银行吉林解放东路支行,A1,1,100.0%
1266,中国银行成都海椒市支行,中国银行吐鲁番市柏孜克里克路支行,A1,1,100.0%
1267,中国银行成都海椒市支行,中国银行吴忠市分行营业部,A1,2,100.0%
1268,中国银行成都海椒市支行,中国银行吴江同里支行,A1,1,100.0%
1269,中国银行成都海椒市支行,中国银行吴江开发区支行,A1,1,100.0%
1270,中国银行成都海椒市支行,中国银行吴江盛泽支行,C,1,100.0%
1271,中国银行成都海椒市支行,中国银行吴江盛泽行政中心支行,A1,1,100.0%
1272,中国银行成都海椒市支行,中国银行吴江黎里支行,A1,2,100.0%
1273,中国银行成都海椒市支行,中国银行呼和浩特市大北街支行,A1,1,100.0%
1274,中国银行成都海椒市支行,中国银行呼和浩特市巨海支行,A1,1,100.0%
1275,中国银行成都海椒市支行,中国银行呼和浩特市托克托县支行,A1,1,100.0%
1276,中国银行成都海椒市支行,中国银行呼和浩特市新希望街支行,A1,1,100.0%
1277,中国银行成都海椒市支行,中国银行呼和浩特市玉泉支行营业部1,A1,1,100.0%
1278,中国银行成都海椒市支行,中国银行和田市北京路支行,B1,1,100.0%
1279,中国银行成都海椒市支行,中国银行咸宁温泉支行,A1,1,100.0%
1280,中国银行成都海椒市支行,中国银行咸阳渭城区支行,A1,1,100.0%
1281,中国银行成都海椒市支行,中国银行咸阳渭阳路支行,A1,1,100.0%
1282,中国银行成都海椒市支行,中国银行哈密市分行营业部,A1,1,50.0%
1283,中国银行成都海椒市支行,中国银行哈密市分行营业部,A3,1,50.0%
1284,中国银行成都海椒市支行,中国银行哈尔滨信恒支行,A3,1,100.0%
1285,中国银行成都海椒市支行,中国银行哈尔滨利民支行,A1,1,50.0%
1286,中国银行成都海椒市支行,中国银行哈尔滨利民支行,B5,1,50.0%
1287,中国银行成都海椒市支行,中国银行哈尔滨南岗支行营业部,A1,1,100.0%
1288,中国银行成都海椒市支行,中国银行哈尔滨工程大学支行,A1,1,100.0%
1289,中国银行成都海椒市支行,中国银行哈尔滨开发区支行营业部,A1,2,100.0%
1290,中国银行成都海椒市支行,中国银行哈尔滨香坊支行营业部,B5,1,100.0%
1291,中国银行成都海椒市支行,中国银行唐山市丰润唐丰路支行,A1,1,100.0%
1292,中国银行成都海椒市支行,中国银行唐山市唐钢支行,A1,1,100.0%
1293,中国银行成都海椒市支行,中国银行唐山市建设路支行,A1,1,100.0%
1294,中国银行成都海椒市支行,中国银行唐山市西山道支行,A1,1,100.0%
1295,中国银行成都海椒市支行,中国银行商丘民主路支行,A1,1,100.0%
1296,中国银行成都海椒市支行,中国银行喀什市解放南路支行,A1,1,100.0%
1297,中国银行成都海椒市支行,中国银行嘉兴南湖支行,A1,1,100.0%
1298,中国银行成都海椒市支行,中国银行嘉兴文昌支行,A3,1,100.0%
1299,中国银行成都海椒市支行,中国银行嘉兴秀城支行,A1,1,100.0%
1300,中国银行成都海椒市支行,中国银行嘉善支行营业部,A1,1,100.0%
1301,中国银行成都海椒市支行,中国银行嘉峪关分行营业部,B5,1,100.0%
1302,中国银行成都海椒市支行,中国银行四川省分行支付清算部,A1,319,41.69934640522876%
1303,中国银行成都海椒市支行,中国银行四川省分行支付清算部,A2,4,0.522875816993464%
1304,中国银行成都海椒市支行,中国银行四川省分行支付清算部,A3,249,32.549019607843135%
1305,中国银行成都海椒市支行,中国银行四川省分行支付清算部,B1,22,2.8758169934640523%
1306,中国银行成都海椒市支行,中国银行四川省分行支付清算部,B3,4,0.522875816993464%
1307,中国银行成都海椒市支行,中国银行四川省分行支付清算部,B4,3,0.39215686274509803%
1308,中国银行成都海椒市支行,中国银行四川省分行支付清算部,B5,148,19.346405228758172%
1309,中国银行成都海椒市支行,中国银行四川省分行支付清算部,C,16,2.091503267973856%
1310,中国银行成都海椒市支行,中国银行四川省分行营业部,A1,216,67.5%
1311,中国银行成都海椒市支行,中国银行四川省分行营业部,A2,27,8.4375%
1312,中国银行成都海椒市支行,中国银行四川省分行营业部,A3,20,6.25%
1313,中国银行成都海椒市支行,中国银行四川省分行营业部,B1,10,3.125%
1314,中国银行成都海椒市支行,中国银行四川省分行营业部,B4,5,1.5625%
1315,中国银行成都海椒市支行,中国银行四川省分行营业部,B5,27,8.4375%
1316,中国银行成都海椒市支行,中国银行四川省分行营业部,C,15,4.6875%
1317,中国银行成都海椒市支行,中国银行四川省分行银行卡部,A1,5,62.5%
1318,中国银行成都海椒市支行,中国银行四川省分行银行卡部,A3,3,37.5%
1319,中国银行成都海椒市支行,中国银行四平分行营业部,A1,1,100.0%
1320,中国银行成都海椒市支行,中国银行塔城市光明路支行,A1,1,100.0%
1321,中国银行成都海椒市支行,中国银行夏邑支行,A1,2,100.0%
1322,中国银行成都海椒市支行,中国银行大同恒安支行,A1,1,100.0%
1323,中国银行成都海椒市支行,中国银行大同振华东街支行,C,1,100.0%
1324,中国银行成都海椒市支行,中国银行大同西三环支行,A1,1,100.0%
1325,中国银行成都海椒市支行,中国银行大同迎宾东路支行,A1,1,100.0%
1326,中国银行成都海椒市支行,中国银行大理州南诏支行营业部,A1,1,100.0%
1327,中国银行成都海椒市支行,中国银行大竹北门支行,A3,2,100.0%
1328,中国银行成都海椒市支行,中国银行大竹支行营业部,A1,1,50.0%
1329,中国银行成都海椒市支行,中国银行大竹支行营业部,A3,1,50.0%
1330,中国银行成都海椒市支行,中国银行大竹青年路支行,A1,3,75.0%
1331,中国银行成都海椒市支行,中国银行大竹青年路支行,A3,1,25.0%
1332,中国银行成都海椒市支行,中国银行大连中山支行营业部,A2,1,100.0%
1333,中国银行成都海椒市支行,中国银行大连刘家桥支行,A1,1,100.0%
1334,中国银行成都海椒市支行,中国银行大连金城街支行,A1,1,100.0%
1335,中国银行成都海椒市支行,中国银行大连黄浦路支行,A1,2,100.0%
1336,中国银行成都海椒市支行,中国银行大邑大道支行,A1,1,50.0%
1337,中国银行成都海椒市支行,中国银行大邑大道支行,A3,1,50.0%
1338,中国银行成都海椒市支行,中国银行大邑支行营业部,A1,2,50.0%
1339,中国银行成都海椒市支行,中国银行大邑支行营业部,A2,1,25.0%
1340,中国银行成都海椒市支行,中国银行大邑支行营业部,A3,1,25.0%
1341,中国银行成都海椒市支行,中国银行大邑金融城支行,A1,2,100.0%
1342,中国银行成都海椒市支行,中国银行天府新区华府支行,A1,2,100.0%
1343,中国银行成都海椒市支行,中国银行天府新区华新中街支行,A1,3,60.0%
1344,中国银行成都海椒市支行,中国银行天府新区华新中街支行,A3,1,20.0%
1345,中国银行成都海椒市支行,中国银行天府新区华新中街支行,B5,1,20.0%
1346,中国银行成都海椒市支行,中国银行天府新区华阳支行,A1,10,43.47826086956522%
1347,中国银行成都海椒市支行,中国银行天府新区华阳支行,A3,5,21.73913043478261%
1348,中国银行成都海椒市支行,中国银行天府新区华阳支行,B1,2,8.695652173913043%
1349,中国银行成都海椒市支行,中国银行天府新区华阳支行,B5,6,26.08695652173913%
1350,中国银行成都海椒市支行,中国银行天府新区海昌支行,A1,5,100.0%
1351,中国银行成都海椒市支行,中国银行天府新区牧华支行,A1,7,43.75%
1352,中国银行成都海椒市支行,中国银行天府新区牧华支行,A2,5,31.25%
1353,中国银行成都海椒市支行,中国银行天府新区牧华支行,A3,1,6.25%
1354,中国银行成都海椒市支行,中国银行天府新区牧华支行,B5,2,12.5%
1355,中国银行成都海椒市支行,中国银行天府新区牧华支行,C,1,6.25%
1356,中国银行成都海椒市支行,中国银行天水分行营业部,A2,1,100.0%
1357,中国银行成都海椒市支行,中国银行天津世纪广场支行,C,1,100.0%
1358,中国银行成都海椒市支行,中国银行天津东丽开发区支行,B5,1,100.0%
1359,中国银行成都海椒市支行,中国银行天津华昌街支行,A1,1,100.0%
1360,中国银行成都海椒市支行,中国银行天津华苑支行,A1,1,100.0%
1361,中国银行成都海椒市支行,中国银行天津友谊路支行,A1,1,100.0%
1362,中国银行成都海椒市支行,中国银行天津唐口新村支行,A3,1,100.0%
1363,中国银行成都海椒市支行,中国银行天津国际大厦支行,A1,1,100.0%
1364,中国银行成都海椒市支行,中国银行天津大港三号院支行,A1,1,100.0%
1365,中国银行成都海椒市支行,中国银行天津大邱庄支行,A1,1,100.0%
1366,中国银行成都海椒市支行,中国银行天津市分行营业部,A1,1,100.0%
1367,中国银行成都海椒市支行,中国银行天津机场支行,A1,1,100.0%
1368,中国银行成都海椒市支行,中国银行天津水木天成支行,A1,1,100.0%
1369,中国银行成都海椒市支行,中国银行天津河西支行营业部,A1,1,100.0%
1370,中国银行成都海椒市支行,中国银行天津海洋支行,A1,1,100.0%
1371,中国银行成都海椒市支行,中国银行天津腾飞路支行,A1,1,100.0%
1372,中国银行成都海椒市支行,中国银行天津融和广场支行,C,1,100.0%
1373,中国银行成都海椒市支行,中国银行天津鞍山道支行,C,1,100.0%
1374,中国银行成都海椒市支行,中国银行天津馨名园支行,A1,1,100.0%
1375,中国银行成都海椒市支行,中国银行太仓分行营业部,A1,1,50.0%
1376,中国银行成都海椒市支行,中国银行太仓分行营业部,B4,1,50.0%
1377,中国银行成都海椒市支行,中国银行太仓太平路支行,A1,1,100.0%
1378,中国银行成都海椒市支行,中国银行太仓板桥支行,A3,1,100.0%
1379,中国银行成都海椒市支行,中国银行太原北城支行,C,1,100.0%
1380,中国银行成都海椒市支行,中国银行太原千峰南路支行,A1,1,100.0%
1381,中国银行成都海椒市支行,中国银行太原双塔东街支行,A1,1,100.0%
1382,中国银行成都海椒市支行,中国银行太原学府街支行,A1,1,100.0%
1383,中国银行成都海椒市支行,中国银行太原并州支行营业部,B5,1,100.0%
1384,中国银行成都海椒市支行,中国银行太原滨东支行,B5,1,100.0%
1385,中国银行成都海椒市支行,中国银行太原综改区支行,A1,2,100.0%
1386,中国银行成都海椒市支行,中国银行太原能源大厦支行,A1,1,100.0%
1387,中国银行成都海椒市支行,中国银行太和人民中路支行,A1,1,100.0%
1388,中国银行成都海椒市支行,中国银行夹江支行营业部,A1,2,66.66666666666666%
1389,中国银行成都海椒市支行,中国银行夹江支行营业部,B5,1,33.33333333333333%
1390,中国银行成都海椒市支行,中国银行夹江滨海支行,A1,2,100.0%
1391,中国银行成都海椒市支行,中国银行奉化支行营业部,A1,1,100.0%
1392,中国银行成都海椒市支行,中国银行奎屯市支行营业部,A1,1,100.0%
1393,中国银行成都海椒市支行,中国银行如皋开发区支行,A1,1,100.0%
1394,中国银行成都海椒市支行,中国银行威海商贸城支行,A1,1,100.0%
1395,中国银行成都海椒市支行,中国银行威海山大支行,A1,3,100.0%
1396,中国银行成都海椒市支行,中国银行威远三十米大街支行,A1,3,50.0%
1397,中国银行成都海椒市支行,中国银行威远三十米大街支行,B1,1,16.666666666666664%
1398,中国银行成都海椒市支行,中国银行威远三十米大街支行,C,2,33.33333333333333%
1399,中国银行成都海椒市支行,中国银行威远人民路支行,A1,3,50.0%
1400,中国银行成都海椒市支行,中国银行威远人民路支行,A3,2,33.33333333333333%
1401,中国银行成都海椒市支行,中国银行威远人民路支行,B5,1,16.666666666666664%
1402,中国银行成都海椒市支行,中国银行威远南塔山支行,A1,1,50.0%
1403,中国银行成都海椒市支行,中国银行威远南塔山支行,B5,1,50.0%
1404,中国银行成都海椒市支行,中国银行威远支行营业部,A1,5,71.42857142857143%
1405,中国银行成都海椒市支行,中国银行威远支行营业部,C,2,28.57142857142857%
1406,中国银行成都海椒市支行,中国银行威远顺城街支行,A1,2,50.0%
1407,中国银行成都海椒市支行,中国银行威远顺城街支行,A2,2,50.0%
1408,中国银行成都海椒市支行,中国银行孝义新建路支行,A1,1,100.0%
1409,中国银行成都海椒市支行,中国银行宁夏回族自治区分行渠道与运营管理部,A1,2,100.0%
1410,中国银行成都海椒市支行,中国银行宁德蕉城支行,A1,1,100.0%
1411,中国银行成都海椒市支行,中国银行宁波中山支行,A1,1,100.0%
1412,中国银行成都海椒市支行,中国银行宁波中山西路支行,A1,1,100.0%
1413,中国银行成都海椒市支行,中国银行宁波保税区支行,A1,2,66.66666666666666%
1414,中国银行成都海椒市支行,中国银行宁波保税区支行,A3,1,33.33333333333333%
1415,中国银行成都海椒市支行,中国银行宁波北仑海天路支行,A2,1,100.0%
1416,中国银行成都海椒市支行,中国银行宁波古林支行,C,1,100.0%
1417,中国银行成都海椒市支行,中国银行宁波四眼碶支行,A1,1,100.0%
1418,中国银行成都海椒市支行,中国银行宁波孔浦支行,A3,1,100.0%
1419,中国银行成都海椒市支行,中国银行宁波市分行营业部,A1,1,100.0%
1420,中国银行成都海椒市支行,中国银行宁波市海曙支行营业部,A1,1,100.0%
1421,中国银行成都海椒市支行,中国银行宁波庄市支行,A1,1,100.0%
1422,中国银行成都海椒市支行,中国银行宁波新天地支行,A1,2,100.0%
1423,中国银行成都海椒市支行,中国银行宁波江北万达支行,A1,1,100.0%
1424,中国银行成都海椒市支行,中国银行宁波港隆支行,A1,1,100.0%
1425,中国银行成都海椒市支行,中国银行宁波钟公庙支行,A1,1,100.0%
1426,中国银行成都海椒市支行,中国银行宁波高桥支行,C,1,100.0%
1427,中国银行成都海椒市支行,中国银行宁海支行营业部,A1,1,100.0%
1428,中国银行成都海椒市支行,中国银行宁海跃龙支行,A3,1,100.0%
1429,中国银行成都海椒市支行,中国银行安县支行营业部,A1,1,50.0%
1430,中国银行成都海椒市支行,中国银行安县支行营业部,C,1,50.0%
1431,中国银行成都海椒市支行,中国银行安岳东大街支行,A1,5,50.0%
1432,中国银行成都海椒市支行,中国银行安岳东大街支行,A2,1,10.0%
1433,中国银行成都海椒市支行,中国银行安岳东大街支行,A3,1,10.0%
1434,中国银行成都海椒市支行,中国银行安岳东大街支行,B5,2,20.0%
1435,中国银行成都海椒市支行,中国银行安岳东大街支行,C,1,10.0%
1436,中国银行成都海椒市支行,中国银行安岳北街支行,A1,5,62.5%
1437,中国银行成都海椒市支行,中国银行安岳北街支行,A3,1,12.5%
1438,中国银行成都海椒市支行,中国银行安岳北街支行,B1,1,12.5%
1439,中国银行成都海椒市支行,中国银行安岳北街支行,B5,1,12.5%
1440,中国银行成都海椒市支行,中国银行安岳支行营业部,A1,2,40.0%
1441,中国银行成都海椒市支行,中国银行安岳支行营业部,A3,1,20.0%
1442,中国银行成都海椒市支行,中国银行安岳支行营业部,B5,1,20.0%
1443,中国银行成都海椒市支行,中国银行安岳支行营业部,C,1,20.0%
1444,中国银行成都海椒市支行,中国银行安州五路口支行,A1,1,100.0%
1445,中国银行成都海椒市支行,中国银行安庆兴隆支行,B5,1,100.0%
1446,中国银行成都海椒市支行,中国银行安庆振风支行,A1,1,100.0%
1447,中国银行成都海椒市支行,中国银行安庆龙门支行,A1,1,100.0%
1448,中国银行成都海椒市支行,中国银行安康火车站支行,A1,1,100.0%
1449,中国银行成都海椒市支行,中国银行安阳人民大道支行,A1,1,100.0%
1450,中国银行成都海椒市支行,中国银行安顺分行营业部,A1,1,100.0%
1451,中国银行成都海椒市支行,中国银行安顺市塔山东路支行,A1,1,100.0%
1452,中国银行成都海椒市支行,中国银行定州分行营业部,A2,1,100.0%
1453,中国银行成都海椒市支行,中国银行宜兴岳堤支行,A3,1,100.0%
1454,中国银行成都海椒市支行,中国银行宜宾临港经济开发区支行,A1,1,100.0%
1455,中国银行成都海椒市支行,中国银行宜宾五粮液大道支行,A1,3,60.0%
1456,中国银行成都海椒市支行,中国银行宜宾五粮液大道支行,A3,1,20.0%
1457,中国银行成都海椒市支行,中国银行宜宾五粮液大道支行,C,1,20.0%
1458,中国银行成都海椒市支行,中国银行宜宾分行营业部,A1,10,76.92307692307693%
1459,中国银行成都海椒市支行,中国银行宜宾分行营业部,B5,2,15.384615384615385%
1460,中国银行成都海椒市支行,中国银行宜宾分行营业部,C,1,7.6923076923076925%
1461,中国银行成都海椒市支行,中国银行宜宾南岸东区支行,A3,1,100.0%
1462,中国银行成都海椒市支行,中国银行宜宾叙府支行,A1,3,100.0%
1463,中国银行成都海椒市支行,中国银行宜宾正北街支行,A1,4,100.0%
1464,中国银行成都海椒市支行,中国银行宜宾翠屏支行,B5,1,100.0%
1465,中国银行成都海椒市支行,中国银行宜昌北山支行,A1,1,100.0%
1466,中国银行成都海椒市支行,中国银行宜昌平湖支行,A1,1,100.0%
1467,中国银行成都海椒市支行,中国银行宜阳支行,A1,1,100.0%
1468,中国银行成都海椒市支行,中国银行宝应氾水支行,B5,1,100.0%
1469,中国银行成都海椒市支行,中国银行宝鸡分行营业部,A1,1,50.0%
1470,中国银行成都海椒市支行,中国银行宝鸡分行营业部,A2,1,50.0%
1471,中国银行成都海椒市支行,中国银行宝鸡清姜东二路支行,A1,1,100.0%
1472,中国银行成都海椒市支行,中国银行宿州埇桥支行,A1,1,100.0%
1473,中国银行成都海椒市支行,中国银行宿迁分行营业部,A3,1,100.0%
1474,中国银行成都海椒市支行,中国银行富顺北湖南路支行,A1,1,50.0%
1475,中国银行成都海椒市支行,中国银行富顺北湖南路支行,A3,1,50.0%
1476,中国银行成都海椒市支行,中国银行富顺富州大道支行,A1,2,50.0%
1477,中国银行成都海椒市支行,中国银行富顺富州大道支行,B5,2,50.0%
1478,中国银行成都海椒市支行,中国银行富顺支行营业部,B5,2,66.66666666666666%
1479,中国银行成都海椒市支行,中国银行富顺支行营业部,C,1,33.33333333333333%
1480,中国银行成都海椒市支行,中国银行富顺晨光路支行,A1,1,100.0%
1481,中国银行成都海椒市支行,中国银行寿县支行营业部,A2,1,100.0%
1482,中国银行成都海椒市支行,中国银行射洪太和大道北段支行,A3,2,100.0%
1483,中国银行成都海椒市支行,中国银行射洪太和大道南段支行,A1,2,100.0%
1484,中国银行成都海椒市支行,中国银行射洪支行营业部,A1,5,100.0%
1485,中国银行成都海椒市支行,中国银行山南地区分行营业部,A1,1,100.0%
1486,中国银行成都海椒市支行,中国银行山南地区贡嘎县支行,A1,1,100.0%
1487,中国银行成都海椒市支行,中国银行峨眉名山中路支行,A1,1,100.0%
1488,中国银行成都海椒市支行,中国银行峨眉支行营业部,A1,2,66.66666666666666%
1489,中国银行成都海椒市支行,中国银行峨眉支行营业部,C,1,33.33333333333333%
1490,中国银行成都海椒市支行,中国银行峨眉西南交大支行,A1,3,42.857142857142854%
1491,中国银行成都海椒市支行,中国银行峨眉西南交大支行,A2,1,14.285714285714285%
1492,中国银行成都海椒市支行,中国银行峨眉西南交大支行,A3,2,28.57142857142857%
1493,中国银行成都海椒市支行,中国银行峨眉西南交大支行,C,1,14.285714285714285%
1494,中国银行成都海椒市支行,中国银行峨眉金顶北路支行,A1,1,50.0%
