,归属行名,创建机构名称,分级结果,客户号,所占本行百分比
2554,中国银行成都海椒市支行,中国银行深圳竹子林支行,A1,1,100.0%
2555,中国银行成都海椒市支行,中国银行深圳红岭支行,B1,1,100.0%
2556,中国银行成都海椒市支行,中国银行深圳罗湖支行营业部,A1,2,66.66666666666666%
2557,中国银行成都海椒市支行,中国银行深圳罗湖支行营业部,B5,1,33.33333333333333%
2558,中国银行成都海椒市支行,中国银行深圳英达花园支行,A1,1,100.0%
2559,中国银行成都海椒市支行,中国银行深圳荔园支行,A1,1,100.0%
2560,中国银行成都海椒市支行,中国银行深圳莲塘支行,A1,1,100.0%
2561,中国银行成都海椒市支行,中国银行深圳葵涌支行,C,1,100.0%
2562,中国银行成都海椒市支行,中国银行深圳蛇口网谷支行,A1,1,50.0%
2563,中国银行成都海椒市支行,中国银行深圳蛇口网谷支行,B5,1,50.0%
2564,中国银行成都海椒市支行,中国银行深圳西乡支行,A1,1,100.0%
2565,中国银行成都海椒市支行,中国银行深圳观澜支行,A1,2,66.66666666666666%
2566,中国银行成都海椒市支行,中国银行深圳观澜支行,C,1,33.33333333333333%
2567,中国银行成都海椒市支行,中国银行深圳长城支行,A1,2,100.0%
2568,中国银行成都海椒市支行,中国银行深圳高新北支行,A1,1,100.0%
2569,中国银行成都海椒市支行,中国银行深圳高新区支行营业部,A1,1,100.0%
2570,中国银行成都海椒市支行,中国银行深圳龙华支行营业部,A1,7,87.5%
2571,中国银行成都海椒市支行,中国银行深圳龙华支行营业部,B5,1,12.5%
2572,中国银行成都海椒市支行,中国银行深圳龙岗支行营业部,A1,2,66.66666666666666%
2573,中国银行成都海椒市支行,中国银行深圳龙岗支行营业部,A2,1,33.33333333333333%
2574,中国银行成都海椒市支行,中国银行清远先锋路支行,B5,1,100.0%
2575,中国银行成都海椒市支行,中国银行渠县三汇支行,A1,3,42.857142857142854%
2576,中国银行成都海椒市支行,中国银行渠县三汇支行,A2,1,14.285714285714285%
2577,中国银行成都海椒市支行,中国银行渠县三汇支行,A3,1,14.285714285714285%
2578,中国银行成都海椒市支行,中国银行渠县三汇支行,C,2,28.57142857142857%
2579,中国银行成都海椒市支行,中国银行渠县支行营业部,A1,2,40.0%
2580,中国银行成都海椒市支行,中国银行渠县支行营业部,A3,3,60.0%
2581,中国银行成都海椒市支行,中国银行渠县老车坝支行,A1,5,71.42857142857143%
2582,中国银行成都海椒市支行,中国银行渠县老车坝支行,A3,1,14.285714285714285%
2583,中国银行成都海椒市支行,中国银行渠县老车坝支行,B1,1,14.285714285714285%
2584,中国银行成都海椒市支行,中国银行渠县西岩路支行,A1,3,50.0%
2585,中国银行成都海椒市支行,中国银行渠县西岩路支行,A3,1,16.666666666666664%
2586,中国银行成都海椒市支行,中国银行渠县西岩路支行,B5,2,33.33333333333333%
2587,中国银行成都海椒市支行,中国银行温州高教园区支行,A1,1,100.0%
2588,中国银行成都海椒市支行,中国银行温州龙港人民路支行,A1,1,100.0%
2589,中国银行成都海椒市支行,中国银行温江万春路支行,A1,3,100.0%
2590,中国银行成都海椒市支行,中国银行温江南熏大道支行,A3,1,100.0%
2591,中国银行成都海椒市支行,中国银行温江庆丰街支行,A1,3,42.857142857142854%
2592,中国银行成都海椒市支行,中国银行温江庆丰街支行,A3,2,28.57142857142857%
2593,中国银行成都海椒市支行,中国银行温江庆丰街支行,C,2,28.57142857142857%
2594,中国银行成都海椒市支行,中国银行温江支行营业部,A1,15,65.21739130434783%
2595,中国银行成都海椒市支行,中国银行温江支行营业部,A2,1,4.3478260869565215%
2596,中国银行成都海椒市支行,中国银行温江支行营业部,A3,2,8.695652173913043%
2597,中国银行成都海椒市支行,中国银行温江支行营业部,B5,5,21.73913043478261%
2598,中国银行成都海椒市支行,中国银行温江政通东路支行,A1,8,88.88888888888889%
2599,中国银行成都海椒市支行,中国银行温江政通东路支行,A3,1,11.11111111111111%
2600,中国银行成都海椒市支行,中国银行温江柳台大道支行,A1,8,72.72727272727273%
2601,中国银行成都海椒市支行,中国银行温江柳台大道支行,B1,1,9.090909090909092%
2602,中国银行成都海椒市支行,中国银行温江柳台大道支行,B5,1,9.090909090909092%
2603,中国银行成都海椒市支行,中国银行温江柳台大道支行,C,1,9.090909090909092%
2604,中国银行成都海椒市支行,中国银行温江海科支行,A1,3,75.0%
2605,中国银行成都海椒市支行,中国银行温江海科支行,A3,1,25.0%
2606,中国银行成都海椒市支行,中国银行渭南信达小区支行,A1,1,100.0%
2607,中国银行成都海椒市支行,中国银行湖北省分行营业部,A1,1,100.0%
2608,中国银行成都海椒市支行,中国银行湖北省分行银行卡部,A1,1,100.0%
2609,中国银行成都海椒市支行,中国银行湖南省分行营业部,A1,1,100.0%
2610,中国银行成都海椒市支行,中国银行湖南省分行银行卡部,A1,2,50.0%
2611,中国银行成都海椒市支行,中国银行湖南省分行银行卡部,A3,2,50.0%
2612,中国银行成都海椒市支行,中国银行湖州人瑞路支行,C,1,100.0%
2613,中国银行成都海椒市支行,中国银行湖州吴兴支行营业部,B5,1,100.0%
2614,中国银行成都海椒市支行,中国银行湘潭市城西支行,A1,1,100.0%
2615,中国银行成都海椒市支行,中国银行湘潭市湖湘路支行,C,1,100.0%
2616,中国银行成都海椒市支行,中国银行湛江南油三区支行,A1,1,100.0%
2617,中国银行成都海椒市支行,中国银行漯河经济技术开发区支行,A1,1,100.0%
2618,中国银行成都海椒市支行,中国银行漯河辽河路支行,A3,1,100.0%
2619,中国银行成都海椒市支行,中国银行潢川宁西路支行,A3,1,100.0%
2620,中国银行成都海椒市支行,中国银行潮州潮安支行营业部,A1,1,100.0%
2621,中国银行成都海椒市支行,中国银行濮阳分行营业部,B1,2,100.0%
2622,中国银行成都海椒市支行,中国银行濮阳科技新村支行,A3,1,100.0%
2623,中国银行成都海椒市支行,中国银行濮阳行政区支行,C,1,100.0%
2624,中国银行成都海椒市支行,中国银行灵宝北区支行,A1,2,100.0%
2625,中国银行成都海椒市支行,中国银行烟台分行营业部,A3,1,100.0%
2626,中国银行成都海椒市支行,中国银行烟台开发区支行营业部,A1,2,100.0%
2627,中国银行成都海椒市支行,中国银行焉耆县支行,A1,1,100.0%
2628,中国银行成都海椒市支行,中国银行燕郊分行营业部,A1,1,100.0%
2629,中国银行成都海椒市支行,中国银行牡丹江长安街支行,A1,1,100.0%
2630,中国银行成都海椒市支行,中国银行犍为支行营业部,A1,1,50.0%
2631,中国银行成都海椒市支行,中国银行犍为支行营业部,A2,1,50.0%
2632,中国银行成都海椒市支行,中国银行犍为滨江路支行,A1,1,100.0%
2633,中国银行成都海椒市支行,中国银行犍为黄旗大道支行,A1,3,100.0%
2634,中国银行成都海椒市支行,中国银行独山子区支行营业部,A3,1,100.0%
2635,中国银行成都海椒市支行,中国银行玉溪市高开区支行,A1,1,100.0%
2636,中国银行成都海椒市支行,中国银行玛纳斯县支行,A1,1,100.0%
2637,中国银行成都海椒市支行,中国银行珙县支行,A1,2,100.0%
2638,中国银行成都海椒市支行,中国银行珠海凤凰路支行,A3,1,100.0%
2639,中国银行成都海椒市支行,中国银行珠海分行营业部,A1,2,100.0%
2640,中国银行成都海椒市支行,中国银行珠海吉大支行,A1,1,100.0%
2641,中国银行成都海椒市支行,中国银行珠海唐家支行,A3,1,100.0%
2642,中国银行成都海椒市支行,中国银行珠海新青支行,A1,4,100.0%
2643,中国银行成都海椒市支行,中国银行珠海明珠路支行,A1,1,100.0%
2644,中国银行成都海椒市支行,中国银行珠海柠溪支行,B5,1,100.0%
2645,中国银行成都海椒市支行,中国银行琼海银海支行,A3,1,100.0%
2646,中国银行成都海椒市支行,中国银行甘肃省分行个人数字金融部,A1,2,100.0%
2647,中国银行成都海椒市支行,中国银行疏勒县支行,C,1,100.0%
2648,中国银行成都海椒市支行,中国银行白城和平街支行,A1,1,100.0%
2649,中国银行成都海椒市支行,中国银行百色分行营业部,A1,1,100.0%
2650,中国银行成都海椒市支行,中国银行百色市新兴路支行,A1,1,100.0%
2651,中国银行成都海椒市支行,中国银行盐城开发区支行,A1,1,100.0%
2652,中国银行成都海椒市支行,中国银行监利天府支行,A1,1,100.0%
2653,中国银行成都海椒市支行,中国银行盘锦分行营业部,B5,1,100.0%
2654,中国银行成都海椒市支行,中国银行眉山三岔路支行,A3,1,100.0%
2655,中国银行成都海椒市支行,中国银行眉山下西街支行,A1,1,33.33333333333333%
2656,中国银行成都海椒市支行,中国银行眉山下西街支行,B4,1,33.33333333333333%
2657,中国银行成都海椒市支行,中国银行眉山下西街支行,C,1,33.33333333333333%
2658,中国银行成都海椒市支行,中国银行眉山东坡大道支行,A1,1,100.0%
2659,中国银行成都海椒市支行,中国银行眉山仁寿支行,A1,5,100.0%
2660,中国银行成都海椒市支行,中国银行眉山分行营业部,A1,12,75.0%
2661,中国银行成都海椒市支行,中国银行眉山分行营业部,A3,1,6.25%
2662,中国银行成都海椒市支行,中国银行眉山分行营业部,B1,1,6.25%
2663,中国银行成都海椒市支行,中国银行眉山分行营业部,B5,1,6.25%
2664,中国银行成都海椒市支行,中国银行眉山分行营业部,C,1,6.25%
2665,中国银行成都海椒市支行,中国银行眉山彭山支行,A1,1,100.0%
2666,中国银行成都海椒市支行,中国银行眉山新区支行,A1,9,100.0%
2667,中国银行成都海椒市支行,中国银行眉山环湖路支行,A2,1,50.0%
2668,中国银行成都海椒市支行,中国银行眉山环湖路支行,B5,1,50.0%
2669,中国银行成都海椒市支行,中国银行眉山眉州大道支行,A3,1,33.33333333333333%
2670,中国银行成都海椒市支行,中国银行眉山眉州大道支行,B4,1,33.33333333333333%
2671,中国银行成都海椒市支行,中国银行眉山眉州大道支行,B5,1,33.33333333333333%
2672,中国银行成都海椒市支行,中国银行睢宁元府路支行,A1,1,100.0%
2673,中国银行成都海椒市支行,中国银行石嘴山市贺兰山北路支行,A1,1,100.0%
2674,中国银行成都海椒市支行,中国银行石家庄市中山支行营业部,A1,1,100.0%
2675,中国银行成都海椒市支行,中国银行石家庄市合西支行,A1,1,100.0%
2676,中国银行成都海椒市支行,中国银行石家庄市建设北街支行,B5,1,100.0%
2677,中国银行成都海椒市支行,中国银行石家庄市怀特支行,A1,1,100.0%
2678,中国银行成都海椒市支行,中国银行石家庄市机场路支行营业部,A1,1,100.0%
2679,中国银行成都海椒市支行,中国银行石家庄市泰华支行,A1,1,100.0%
2680,中国银行成都海椒市支行,中国银行石家庄市裕华支行营业部,A1,2,100.0%
2681,中国银行成都海椒市支行,中国银行石河子大学支行,A1,2,66.66666666666666%
2682,中国银行成都海椒市支行,中国银行石河子大学支行,A3,1,33.33333333333333%
2683,中国银行成都海椒市支行,中国银行石河子市友谊支行,A1,1,100.0%
2684,中国银行成都海椒市支行,中国银行石河子经济技术开发区支行,C,1,100.0%
2685,中国银行成都海椒市支行,中国银行福州吉祥山支行,C,1,100.0%
2686,中国银行成都海椒市支行,中国银行福州市分行营业部,A1,1,100.0%
2687,中国银行成都海椒市支行,中国银行福州市晋安支行营业部,A1,1,100.0%
2688,中国银行成都海椒市支行,中国银行福州温泉公园路支行,A1,1,100.0%
2689,中国银行成都海椒市支行,中国银行福建省分行营业部,A1,1,100.0%
2690,中国银行成都海椒市支行,中国银行福建省分行银行卡部,A1,3,100.0%
2691,中国银行成都海椒市支行,中国银行福建自贸试验区福州片区分行营业部,A1,1,100.0%
2692,中国银行成都海椒市支行,中国银行福清分行营业部,A1,2,100.0%
2693,中国银行成都海椒市支行,中国银行福清宏路支行,C,1,100.0%
2694,中国银行成都海椒市支行,中国银行福清西大支行,A1,1,100.0%
2695,中国银行成都海椒市支行,中国银行秦皇岛市北戴河支行,A1,1,100.0%
2696,中国银行成都海椒市支行,中国银行秦皇岛市北部工业区支行,A1,1,100.0%
2697,中国银行成都海椒市支行,中国银行秦皇岛市国际城支行,A1,1,100.0%
2698,中国银行成都海椒市支行,中国银行秦皇岛市文化路支行,A1,2,100.0%
2699,中国银行成都海椒市支行,中国银行简阳东升路支行,A1,9,42.857142857142854%
2700,中国银行成都海椒市支行,中国银行简阳东升路支行,A2,4,19.047619047619047%
2701,中国银行成都海椒市支行,中国银行简阳东升路支行,A3,4,19.047619047619047%
2702,中国银行成都海椒市支行,中国银行简阳东升路支行,B2,1,4.761904761904762%
2703,中国银行成都海椒市支行,中国银行简阳东升路支行,B4,1,4.761904761904762%
2704,中国银行成都海椒市支行,中国银行简阳东升路支行,B5,2,9.523809523809524%
2705,中国银行成都海椒市支行,中国银行简阳支行营业部,A1,6,46.15384615384615%
2706,中国银行成都海椒市支行,中国银行简阳支行营业部,A2,1,7.6923076923076925%
2707,中国银行成都海椒市支行,中国银行简阳支行营业部,A3,3,23.076923076923077%
2708,中国银行成都海椒市支行,中国银行简阳支行营业部,B5,2,15.384615384615385%
2709,中国银行成都海椒市支行,中国银行简阳支行营业部,C,1,7.6923076923076925%
2710,中国银行成都海椒市支行,中国银行简阳政府街支行,A1,3,37.5%
2711,中国银行成都海椒市支行,中国银行简阳政府街支行,A2,1,12.5%
2712,中国银行成都海椒市支行,中国银行简阳政府街支行,A3,1,12.5%
2713,中国银行成都海椒市支行,中国银行简阳政府街支行,B1,1,12.5%
2714,中国银行成都海椒市支行,中国银行简阳政府街支行,B5,2,25.0%
2715,中国银行成都海椒市支行,中国银行简阳新民街支行,A1,3,37.5%
2716,中国银行成都海椒市支行,中国银行简阳新民街支行,A2,2,25.0%
2717,中国银行成都海椒市支行,中国银行简阳新民街支行,B1,2,25.0%
2718,中国银行成都海椒市支行,中国银行简阳新民街支行,C,1,12.5%
2719,中国银行成都海椒市支行,中国银行纳溪云溪路支行,B5,1,100.0%
2720,中国银行成都海椒市支行,中国银行纳溪支行营业部,A1,1,100.0%
2721,中国银行成都海椒市支行,中国银行绍兴华舍支行,A1,1,100.0%
2722,中国银行成都海椒市支行,中国银行绍兴大龙支行,B5,1,100.0%
2723,中国银行成都海椒市支行,中国银行绍兴袍江开发区支行,C,1,100.0%
2724,中国银行成都海椒市支行,中国银行绍兴越州支行,A1,1,100.0%
2725,中国银行成都海椒市支行,中国银行绍兴轻纺城中心支行,A1,1,100.0%
2726,中国银行成都海椒市支行,中国银行绍兴马鞍支行,A1,2,100.0%
2727,中国银行成都海椒市支行,中国银行绥化分行营业部,A1,1,100.0%
2728,中国银行成都海椒市支行,中国银行绵竹中心广场支行,A1,3,100.0%
2729,中国银行成都海椒市支行,中国银行绵竹支行营业部,A1,3,50.0%
2730,中国银行成都海椒市支行,中国银行绵竹支行营业部,A3,1,16.666666666666664%
2731,中国银行成都海椒市支行,中国银行绵竹支行营业部,B1,1,16.666666666666664%
2732,中国银行成都海椒市支行,中国银行绵竹支行营业部,B5,1,16.666666666666664%
2733,中国银行成都海椒市支行,中国银行绵竹飞云街支行,A1,2,66.66666666666666%
2734,中国银行成都海椒市支行,中国银行绵竹飞云街支行,C,1,33.33333333333333%
2735,中国银行成都海椒市支行,中国银行绵阳分行营业部,A1,18,72.0%
2736,中国银行成都海椒市支行,中国银行绵阳分行营业部,A2,1,4.0%
2737,中国银行成都海椒市支行,中国银行绵阳分行营业部,A3,3,12.0%
2738,中国银行成都海椒市支行,中国银行绵阳分行营业部,B1,1,4.0%
2739,中国银行成都海椒市支行,中国银行绵阳分行营业部,C,2,8.0%
2740,中国银行成都海椒市支行,中国银行绵阳剑南路支行,B1,1,100.0%
2741,中国银行成都海椒市支行,中国银行绵阳南河路支行,A1,2,66.66666666666666%
2742,中国银行成都海椒市支行,中国银行绵阳南河路支行,B5,1,33.33333333333333%
2743,中国银行成都海椒市支行,中国银行绵阳园艺东街支行,A1,1,100.0%
2744,中国银行成都海椒市支行,中国银行绵阳小岛花园城支行,B5,1,100.0%
2745,中国银行成都海椒市支行,中国银行绵阳涪城支行,A1,6,60.0%
2746,中国银行成都海椒市支行,中国银行绵阳涪城支行,A3,1,10.0%
2747,中国银行成都海椒市支行,中国银行绵阳涪城支行,B1,1,10.0%
2748,中国银行成都海椒市支行,中国银行绵阳涪城支行,C,2,20.0%
2749,中国银行成都海椒市支行,中国银行绵阳游仙支行,A1,3,75.0%
2750,中国银行成都海椒市支行,中国银行绵阳游仙支行,C,1,25.0%
2751,中国银行成都海椒市支行,中国银行绵阳火车站支行,A1,6,60.0%
2752,中国银行成都海椒市支行,中国银行绵阳火车站支行,A3,2,20.0%
2753,中国银行成都海椒市支行,中国银行绵阳火车站支行,C,2,20.0%
2754,中国银行成都海椒市支行,中国银行绵阳经开区支行,A1,2,100.0%
2755,中国银行成都海椒市支行,中国银行绵阳跃进路支行,A1,1,50.0%
2756,中国银行成都海椒市支行,中国银行绵阳跃进路支行,C,1,50.0%
2757,中国银行成都海椒市支行,中国银行绵阳长城花园支行,A1,2,100.0%
2758,中国银行成都海椒市支行,中国银行绵阳长虹大道南段支行,A1,2,66.66666666666666%
2759,中国银行成都海椒市支行,中国银行绵阳长虹大道南段支行,B5,1,33.33333333333333%
2760,中国银行成都海椒市支行,中国银行绵阳高新技术产业开发区支行,A1,3,37.5%
2761,中国银行成都海椒市支行,中国银行绵阳高新技术产业开发区支行,A2,1,12.5%
2762,中国银行成都海椒市支行,中国银行绵阳高新技术产业开发区支行,A3,1,12.5%
2763,中国银行成都海椒市支行,中国银行绵阳高新技术产业开发区支行,B1,1,12.5%
2764,中国银行成都海椒市支行,中国银行绵阳高新技术产业开发区支行,B5,1,12.5%
2765,中国银行成都海椒市支行,中国银行绵阳高新技术产业开发区支行,C,1,12.5%
2766,中国银行成都海椒市支行,中国银行缙云新碧支行,A1,1,100.0%
2767,中国银行成都海椒市支行,中国银行罗源支行,B5,1,100.0%
2768,中国银行成都海椒市支行,中国银行肇东支行营业部,A1,1,100.0%
2769,中国银行成都海椒市支行,中国银行肇庆四会支行,C,1,100.0%
2770,中国银行成都海椒市支行,中国银行肇庆黄岗支行,A1,1,100.0%
2771,中国银行成都海椒市支行,中国银行自贡丹桂大街支行,A2,1,100.0%
2772,中国银行成都海椒市支行,中国银行自贡五星街支行,A1,5,100.0%
2773,中国银行成都海椒市支行,中国银行自贡分行营业部,A1,6,66.66666666666666%
2774,中国银行成都海椒市支行,中国银行自贡分行营业部,A3,1,11.11111111111111%
2775,中国银行成都海椒市支行,中国银行自贡分行营业部,B5,1,11.11111111111111%
2776,中国银行成都海椒市支行,中国银行自贡分行营业部,C,1,11.11111111111111%
2777,中国银行成都海椒市支行,中国银行自贡大安支行,A1,1,50.0%
2778,中国银行成都海椒市支行,中国银行自贡大安支行,B1,1,50.0%
2779,中国银行成都海椒市支行,中国银行自贡广华支行,A1,1,50.0%
2780,中国银行成都海椒市支行,中国银行自贡广华支行,B5,1,50.0%
2781,中国银行成都海椒市支行,中国银行自贡汇东支行,B5,1,50.0%
2782,中国银行成都海椒市支行,中国银行自贡汇东支行,C,1,50.0%
2783,中国银行成都海椒市支行,中国银行自贡汇兴路支行,A1,2,66.66666666666666%
2784,中国银行成都海椒市支行,中国银行自贡汇兴路支行,C,1,33.33333333333333%
2785,中国银行成都海椒市支行,中国银行自贡汇川路支行,A1,2,100.0%
2786,中国银行成都海椒市支行,中国银行自贡汇西路支行,A1,1,33.33333333333333%
2787,中国银行成都海椒市支行,中国银行自贡汇西路支行,B5,2,66.66666666666666%
2788,中国银行成都海椒市支行,中国银行自贡盐都大道支行,A1,3,100.0%
2789,中国银行成都海椒市支行,中国银行自贡自流井支行,A1,2,100.0%
2790,中国银行成都海椒市支行,中国银行自贡贡井支行,A1,1,33.33333333333333%
2791,中国银行成都海椒市支行,中国银行自贡贡井支行,A3,1,33.33333333333333%
2792,中国银行成都海椒市支行,中国银行自贡贡井支行,B5,1,33.33333333333333%
2793,中国银行成都海椒市支行,中国银行自贡高新支行,A1,3,75.0%
2794,中国银行成都海椒市支行,中国银行自贡高新支行,B1,1,25.0%
2795,中国银行成都海椒市支行,中国银行舒兰支行,A1,1,100.0%
2796,中国银行成都海椒市支行,中国银行舞阳支行,A1,1,100.0%
2797,中国银行成都海椒市支行,中国银行芜湖自贸试验区支行,A1,1,33.33333333333333%
2798,中国银行成都海椒市支行,中国银行芜湖自贸试验区支行,B1,1,33.33333333333333%
2799,中国银行成都海椒市支行,中国银行芜湖自贸试验区支行,C,1,33.33333333333333%
2800,中国银行成都海椒市支行,中国银行芜湖龙山支行,A1,1,100.0%
2801,中国银行成都海椒市支行,中国银行苏州吴中经济技术开发区支行,A1,1,100.0%
2802,中国银行成都海椒市支行,中国银行苏州姑苏支行营业部,A1,1,100.0%
2803,中国银行成都海椒市支行,中国银行苏州娄葑支行,A1,1,100.0%
2804,中国银行成都海椒市支行,中国银行苏州工业园区分行营业部,A1,1,50.0%
2805,中国银行成都海椒市支行,中国银行苏州工业园区分行营业部,B1,1,50.0%
2806,中国银行成都海椒市支行,中国银行苏州枫桥支行,B5,1,100.0%
2807,中国银行成都海椒市支行,中国银行苏州独墅湖支行,A1,1,100.0%
2808,中国银行成都海椒市支行,中国银行苏州甪直支行,A1,2,100.0%
2809,中国银行成都海椒市支行,中国银行苏州观前支行,A1,1,100.0%
2810,中国银行成都海椒市支行,中国银行苏州跨塘支行,A1,3,100.0%
2811,中国银行成都海椒市支行,中国银行苏州长江路支行,A1,1,100.0%
2812,中国银行成都海椒市支行,中国银行苏州马涧支行,A1,2,66.66666666666666%
2813,中国银行成都海椒市支行,中国银行苏州马涧支行,A3,1,33.33333333333333%
2814,中国银行成都海椒市支行,中国银行苏州高新技术产业开发区支行营业部,A1,1,100.0%
2815,中国银行成都海椒市支行,中国银行若羌县支行,A1,1,100.0%
2816,中国银行成都海椒市支行,中国银行茶陵县云阳路支行,A1,1,100.0%
2817,中国银行成都海椒市支行,中国银行荆州古城支行,A1,1,100.0%
2818,中国银行成都海椒市支行,中国银行荆州大桥支行,A3,1,100.0%
2819,中国银行成都海椒市支行,中国银行荆门分行营业部,C,1,100.0%
2820,中国银行成都海椒市支行,中国银行荣县支行营业部,A1,4,80.0%
2821,中国银行成都海椒市支行,中国银行荣县支行营业部,B5,1,20.0%
2822,中国银行成都海椒市支行,中国银行荣县桂林街支行,A1,1,100.0%
2823,中国银行成都海椒市支行,中国银行荣县荣州大道支行,A1,1,50.0%
2824,中国银行成都海椒市支行,中国银行荣县荣州大道支行,B5,1,50.0%
2825,中国银行成都海椒市支行,中国银行莆田东园支行,C,1,100.0%
2826,中国银行成都海椒市支行,中国银行莆田延寿支行,C,1,100.0%
2827,中国银行成都海椒市支行,中国银行营口大庆路支行,B5,1,100.0%
2828,中国银行成都海椒市支行,中国银行营口盼盼路支行,C,1,100.0%
2829,中国银行成都海椒市支行,中国银行葫芦岛兴城支行营业部,A1,1,100.0%
2830,中国银行成都海椒市支行,中国银行葫芦岛分行营业部,A1,1,100.0%
2831,中国银行成都海椒市支行,中国银行蒲江支行,A3,1,100.0%
2832,中国银行成都海椒市支行,中国银行蚌埠分行营业部,A1,1,100.0%
2833,中国银行成都海椒市支行,中国银行蠡县留史支行,B5,1,100.0%
2834,中国银行成都海椒市支行,中国银行衡水路北支行,A1,1,100.0%
2835,中国银行成都海椒市支行,中国银行衡阳市城北支行,A1,1,100.0%
2836,中国银行成都海椒市支行,中国银行衡阳市白沙洲支行,A1,1,100.0%
2837,中国银行成都海椒市支行,中国银行衡阳市蒸湘南路支行,A1,1,100.0%
2838,中国银行成都海椒市支行,中国银行衡阳市雁峰支行,B5,1,100.0%
2839,中国银行成都海椒市支行,中国银行衢州西区支行,A1,1,100.0%
2840,中国银行成都海椒市支行,中国银行襄阳新街口支行,A1,1,100.0%
2841,中国银行成都海椒市支行,中国银行襄阳樊东支行,A1,1,100.0%
2842,中国银行成都海椒市支行,中国银行襄阳襄城支行,B5,1,100.0%
2843,中国银行成都海椒市支行,中国银行西宁市分行营业部,A1,1,100.0%
2844,中国银行成都海椒市支行,中国银行西宁市商业巷支行,A1,1,100.0%
2845,中国银行成都海椒市支行,中国银行西宁市城东支行营业部,A1,1,100.0%
2846,中国银行成都海椒市支行,中国银行西宁市城中支行营业部,A1,1,100.0%
2847,中国银行成都海椒市支行,中国银行西宁市城西支行营业部,A2,1,100.0%
2848,中国银行成都海椒市支行,中国银行西宁市夏都大街支行,A1,2,100.0%
2849,中国银行成都海椒市支行,中国银行西宁市杨家寨支行,A1,1,100.0%
2850,中国银行成都海椒市支行,中国银行西宁市胜利支行,A1,1,100.0%
2851,中国银行成都海椒市支行,中国银行西宁市西门口支行,A1,1,50.0%
2852,中国银行成都海椒市支行,中国银行西宁市西门口支行,B1,1,50.0%
2853,中国银行成都海椒市支行,中国银行西安东大街支行,A1,1,50.0%
2854,中国银行成都海椒市支行,中国银行西安东大街支行,C,1,50.0%
2855,中国银行成都海椒市支行,中国银行西安临潼区经济开发区支行,A2,1,100.0%
2856,中国银行成都海椒市支行,中国银行西安二环世纪星支行营业部,A1,1,100.0%
2857,中国银行成都海椒市支行,中国银行西安南二环东段支行,C,1,100.0%
2858,中国银行成都海椒市支行,中国银行西安含光路支行,A1,1,100.0%
2859,中国银行成都海椒市支行,中国银行西安土门支行,A3,1,100.0%
2860,中国银行成都海椒市支行,中国银行西安大雁塔支行,A1,1,100.0%
2861,中国银行成都海椒市支行,中国银行西安文景路支行,A2,1,100.0%
2862,中国银行成都海椒市支行,中国银行西安方新村支行,B1,1,100.0%
2863,中国银行成都海椒市支行,中国银行西安朱雀大街南段支行,A1,1,100.0%
2864,中国银行成都海椒市支行,中国银行西安科技路西段支行,A1,2,100.0%
2865,中国银行成都海椒市支行,中国银行西安紫薇支行,A3,1,100.0%
2866,中国银行成都海椒市支行,中国银行西安翠华路支行,A1,1,50.0%
2867,中国银行成都海椒市支行,中国银行西安翠华路支行,A3,1,50.0%
2868,中国银行成都海椒市支行,中国银行西安芙蓉西路支行,A1,1,100.0%
2869,中国银行成都海椒市支行,中国银行西安莲湖路支行,A2,1,100.0%
2870,中国银行成都海椒市支行,中国银行西安西部电子商城支行,A1,1,100.0%
2871,中国银行成都海椒市支行,中国银行西安解放路支行,C,1,100.0%
2872,中国银行成都海椒市支行,中国银行西安鄠邑区余下支行,A1,1,100.0%
2873,中国银行成都海椒市支行,中国银行西安金花南路支行,A1,1,100.0%
2874,中国银行成都海椒市支行,中国银行西安长乐路支行,A1,1,100.0%
2875,中国银行成都海椒市支行,中国银行西安长安区樱花广场支行,A1,1,100.0%
2876,中国银行成都海椒市支行,中国银行西安阿房路支行,A1,1,100.0%
2877,中国银行成都海椒市支行,中国银行西安高新科技支行,A3,2,100.0%
2878,中国银行成都海椒市支行,中国银行西藏自治区分行营业部,A1,2,50.0%
2879,中国银行成都海椒市支行,中国银行西藏自治区分行营业部,A3,2,50.0%
2880,中国银行成都海椒市支行,中国银行象山支行营业部,A1,1,100.0%
2881,中国银行成都海椒市支行,中国银行贵州省分行个人金融部,A1,1,100.0%
2882,中国银行成都海椒市支行,中国银行贵阳市东山支行,B5,1,100.0%
2883,中国银行成都海椒市支行,中国银行贵阳市中山东路支行,A3,1,100.0%
2884,中国银行成都海椒市支行,中国银行贵阳市乌当支行,A1,1,100.0%
2885,中国银行成都海椒市支行,中国银行贵阳市小河支行,A1,1,100.0%
2886,中国银行成都海椒市支行,中国银行贵阳市甲秀支行,A1,1,100.0%
2887,中国银行成都海椒市支行,中国银行贵阳市紫林支行,A1,2,66.66666666666666%
2888,中国银行成都海椒市支行,中国银行贵阳市紫林支行,C,1,33.33333333333333%
2889,中国银行成都海椒市支行,中国银行费县经济开发区支行,A1,1,100.0%
2890,中国银行成都海椒市支行,中国银行资中利民支行,A1,5,62.5%
2891,中国银行成都海椒市支行,中国银行资中利民支行,A3,1,12.5%
2892,中国银行成都海椒市支行,中国银行资中利民支行,B5,2,25.0%
2893,中国银行成都海椒市支行,中国银行资中支行营业部,A1,7,63.63636363636363%
